Unique_ID	Experiment_ID	TF_Entrez_ID	Target_Entrez_ID	TF_Gene_Name	Target_Gene_Name	PubMed_ID	Experiment_Type	Context_Type	Cell_Type	Cell_Name	Age	Notes	Already in one of the sub-sheets?	Date	Curator	Peer Check
231	EXP_209	10664	5080	CTCF	PAX6	17122106	TF-Reporter	Primary Cells	CL:0002355	Rb cells	Unknown		YES		WIlson	
232	EXP_210	13018	18508	Ctcf	Pax6	17122106	TF Perturbation	Primary Tissue	UBERON:0000966	Retina	E14		YES		WIlson	
233	EXP_211	10664	5080	CTCF	PAX6	17122106	TF Perturbation	Primary Cells	CL:0002355	RB cells	Unknown		YES		WIlson	
4975	EXP_4873	18508	20708	Pax6	Serpinb6b	19132093	TF Perturbation	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
4976	EXP_4874	18508	20257	Pax6	Stmn2	19132093	TF Perturbation	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
4977	EXP_4875	18508	56362	Pax6	Sult1b1	19132093	TF Perturbation	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
236	EXP_212	18508	110033	Pax6	Kif22	19132093	TF Perturbation	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
237	EXP_213	18508	66599	Pax6	Rdm1	19132093	TF Perturbation	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
238	EXP_214	18508	12552	Pax6	Cdh11	19132093	TF Perturbation	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
239	EXP_215	18508	19877	Pax6	Rock1	19132093	TF Perturbation	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
240	EXP_216	18508	56629	Pax6	Dnase2b	19132093	TF Perturbation	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
241	EXP_217	18508	14387	Pax6	Gaa	19132093	TF Perturbation	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
242	EXP_218	18508	11479	Pax6	Acvr1b	19132093	TF Perturbation	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
243	EXP_219	18508	227541	Pax6	Camk1d	19132093	TF Perturbation	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
244	EXP_220	18508	13003	Pax6	Vcan	19132093	TF-DNA Binding	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
245	EXP_221	18508	23937	Pax6	Mab21l2	19132093	TF-DNA Binding	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
246	EXP_222	18508	229759	Pax6	Olfm3	19132093	TF-DNA Binding	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
247	EXP_223	18508	54141	Pax6	Spag5	19132093	TF-DNA Binding	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
248	EXP_224	18508	21808	Pax6	Tgfb2	19132093	TF-DNA Binding	Primary Tissue	UBERON:0000965	lens	P1		YES		Taylor	yes
249	EXP_225	18508	11670	Pax6	Aldh3a1	18436815	TF-Reporter	Cell Line	CLO:0002597	COS-7 cells	Not Applicable	synergistic activation with Pou2f1	YES		Taylor	yes
250	EXP_226	18986	11670	Pou2f1	Aldh3a1	18436815	TF-Reporter	Cell Line	CLO:0002597	COS-7 cells	Not Applicable	synergistic activation with Pax6	YES		Taylor	yes
251	EXP_227	16600	11670	Klf4	Aldh3a1	18436815	TF-Reporter	Cell Line	CLO:0002597	COS-7 cells	Not Applicable		YES		Taylor	yes
252	EXP_228	12224	11670	Klf5	Aldh3a1	18436815	TF-Reporter	Cell Line	CLO:0002597	COS-7 cells	Not Applicable		YES		Taylor	yes
253	EXP_229	13710	11670	Elf3	Aldh3a1	18436815	TF-Reporter	Cell Line	CLO:0002597	COS-7 cells	Not Applicable		YES		Taylor	yes
254	EXP_230	17134	11670	Mafg	Aldh3a1	18436815	TF-Reporter	Cell Line	CLO:0002597	COS-7 cells	Not Applicable		YES		Taylor	yes
255	EXP_231	16476	11670	Jun	Aldh3a1	18436815	TF-Reporter	Cell Line	CLO:0002597	COS-7 cells	Not Applicable		YES		Taylor	yes
256	EXP_232	54123	11670	Irf7	Aldh3a1	18436815	TF-Reporter	Cell Line	CLO:0002597	COS-7 cells	Not Applicable		YES		Taylor	yes
257	EXP_233	18508	11670	Pax6	Aldh3a1	18436815	TF-DNA Binding	In vitro	Not Applicable	Not Applicable	Not Applicable		YES		Taylor	yes
259	EXP_235	16870	18508	Lhx2	Pax6	24262147	TF Perturbation	Primary Tissue	UBERON_0001893	telencephalon	E12.5		YES		Wilson	
260	EXP_236	16870	14810	Lhx2	Grin1	24262147	TF Perturbation	Primary Tissue	UBERON_0001893	telencephalon	P3		NO		Wilson	
263	EXP_237	18508	218	Pax6	ALDH3A1	18436815	TF-DNA Binding	Cell Line	CLO_0008132	NCTC cell	Not Applicable		YES		Taylor	yes
264	EXP_238	18986	11670	Pou2f1	Aldh3a1	18436815	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES		Taylor	yes
265	EXP_239	18986	11670	Pou2f1	Aldh3a1	18436815	TF-DNA Binding	Primary Tissue	UBERON_0001772	corneal epithelium	P42		YES		Taylor	yes
266	EXP_240	18508	11670	Pax6	Aldh3a1	18436815	TF Perturbation	Primary Tissue	UBERON_0001772	corneal epithelium	P42		YES		Taylor	yes
267	EXP_241	18993	229759	Pou3f3	Olfm3	16115881	TF-Reporter	Cell Line	CLO:0002597	COS-7 cells	Not Applicable		YES		Taylor	yes
268	EXP_242	20666	229759	Sox11	Olfm3	16115881	TF-Reporter	Cell Line	CLO:0002597	COS-7 cells	Not Applicable		YES		Taylor	yes
269	EXP_243	18508	229759	Pax6	Olfm3	16115881	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES		Taylor	yes
270	EXP_244	18508	229759	Pax6	Olfm3	16115881	TF-Reporter	Cell Line	CLO:0002597	COS-7 cells	Not Applicable		YES		Taylor	yes
271	EXP_245	18508	229759	Pax6	Olfm3	16115881	TF-DNA Binding	Primary Tissue	UBERON:0000955	brain	E17		YES		Taylor	yes
273	EXP_246	7024	5080	TFCP2	PAX6	11574690	TF-DNA Binding	In vitro	Not Applicable	Not Applicable	Not Applicable		YES		Joey	
274	EXP_247	7024	5080	TFCP2	PAX6	11574690	TF-Reporter	Cell Line	BTO:0002004		Not Applicable		YES		Joey	
275	EXP_248	6667	5080	SP1	PAX6	11574690	TF-Reporter	Cell Line	BTO:0002004		Not Applicable		YES		Joey	
276	EXP_249	13018	18508	Ctcf	Pax6	21695148	TF Perturbation	Cell Line	CLO:003727	Es cell	Not Applicable		YES		Joey	
277	EXP_250	13018	18508	Ctcf	Pax6	21695148	TF-DNA Binding	Cell Line	CLO:003727	Es cell	Not Applicable		YES		Joey	
278	EXP_251	13018	18508	Ctcf	Pax6	21695148	TF-DNA Binding	In vitro	Not Applicable	Not Applicable	Not Applicable		YES		Joey	
279	EXP_252	18508	12571	Pax6	Cdk6	23622063	TF Perturbation	Primary Tissue	UBERON:0001851	Cortex	E16.5		YES		Taylor	yes
280	EXP_253	18508	12443	Pax6	Ccnd1	23622063	TF Perturbation	Primary Tissue	UBERON:0001851	Cortex	E16.5		YES		Taylor	yes
281	EXP_254	18508	66953	Pax6	Cdca7	23622063	TF Perturbation	Primary Tissue	UBERON:0001851	Cortex	E16.5		YES		Taylor	yes
282	EXP_255	18508	17126	Pax6	Smad2	23622063	TF Perturbation	Primary Tissue	UBERON:0001851	Cortex	E16.5		YES		Taylor	yes
283	EXP_256	18508	12571	Pax6	Cdk6	23622063	TF Perturbation	Primary Tissue	UBERON:0001851	Cortex	E12.5		YES		Taylor	yes
284	EXP_257	18508	12443	Pax6	Ccnd1	23622063	TF Perturbation	Primary Tissue	UBERON:0001851	Cortex	E12.5		YES		Taylor	yes
285	EXP_258	18508	66953	Pax6	Cdca7	23622063	TF Perturbation	Primary Tissue	UBERON:0001851	Cortex	E12.5		YES		Taylor	yes
286	EXP_259	18508	17126	Pax6	Smad2	23622063	TF Perturbation	Primary Tissue	UBERON:0001851	Cortex	E12.5		YES		Taylor	yes
287	EXP_260	18508	17219	Pax6	Mcm6	23622063	TF Perturbation	Primary Tissue	UBERON:0001851	Cortex	E12.5		YES		Taylor	yes
288	EXP_261	18508	23834	Pax6	Cdc6	23622063	TF Perturbation	Primary Tissue	UBERON:0001851	Cortex	E12.5		YES		Taylor	yes
289	EXP_262	18508	16876	Pax6	Lhx9	23622063	TF Perturbation	Primary Tissue	UBERON:0001851	Cortex	E12.5		YES		Taylor	yes
290	EXP_263	18508	16874	Pax6	Lhx6	23622063	TF Perturbation	Primary Tissue	UBERON:0001851	Cortex	E12.5		YES		Taylor	yes
291	EXP_264	18508	12571	Pax6	Cdk6	23622063	TF Perturbation	Primary Tissue	UBERON:0001851	Cortex	E12.5		YES		Taylor	yes
292	EXP_265	18508	12571	Pax6	Cdk6	23622063	TF-DNA Binding	In vitro	Not Applicable	Not Applicable	Not Applicable		YES		Taylor	yes
293	EXP_266	18508	12571	Pax6	Cdk6	23622063	TF-DNA Binding	Primary Tissue	UBERON:0001851	Cortex	E12.5		YES		Taylor	yes
294	EXP_267	18508	12571	Pax6	Cdk6	23622063	TF-Reporter	Cell Line	CLO:0001230	HEK293	Not Applicable		YES		Taylor	yes
296	EXP_269	6736	5460	SRY	POU5F1	23361361	TF-DNA Binding	Cell Line	BTO_0000891	NT-2	Not Applicable		YES		Wilson	
297	EXP_270	6736	79923	SRY	NANOG	23361361	TF-DNA Binding	Cell Line	BTO_0000891	NT-2	Not Applicable		YES		Wilson	
298	EXP_271	6736	6657	SRY	SOX2	23361361	TF-DNA Binding	Cell Line	BTO_0000891	NT-2	Not Applicable		YES		Wilson	
299	EXP_272	6736	10763	SRY	NES	23361361	TF-DNA Binding	Cell Line	BTO_0000891	NT-2	Not Applicable		YES		Wilson	
300	EXP_273	6736	5080	SRY	PAX6	23361361	TF-DNA Binding	Cell Line	BTO_0000891	NT-2	Not Applicable		YES		Wilson	
301	EXP_274	7026	17260	NR2F2	Mef2c	22492355	TF Perturbation	Primary Tissue	UBERON_0001876	amygdala	P1		YES		Wilson	
302	EXP_275	7026	18508	NR2F2	Pax6	22492355	TF Perturbation	Primary Tissue	UBERON_0000204	ventral telencephalon	E12.5		YES		Wilson	
303	EXP_276	7026	16870	NR2F2	Lhx2	22492355	TF Perturbation	Primary Tissue	UBERON_0001890	forebrain	E12.5		YES		Wilson	
304	EXP_277	7026	18186	NR2F2	Nrp1	22492355	TF Perturbation	Primary Tissue	UBERON_0001890	forebrain	E12.5		YES		Wilson	
305	EXP_278	7026	18187	NR2F2	Nrp2	22492355	TF Perturbation	Primary Tissue	UBERON_0001890	forebrain	E12.5		YES		Wilson	
306	EXP_279	7026	18186	NR2F2	Nrp1	22492355	TF-DNA Binding	Primary Tissue	UBERON_0001890	forebrain	E12.5		YES		Wilson	
307	EXP_280	20683	18186	Sp1	Nrp1	22492355	TF-DNA Binding	Primary Tissue	UBERON_0001890	forebrain	E12.5		YES		Wilson	
308	EXP_281	7026	18187	NR2F2	Nrp2	22492355	TF-DNA Binding	Primary Tissue	UBERON_0001890	forebrain	E12.5		YES		Wilson	
309	EXP_282	20683	18187	Sp1	Nrp2	22492355	TF-DNA Binding	Primary Tissue	UBERON_0001890	forebrain	E12.5		YES		Wilson	
310	EXP_283	16658	12955	Mafb	Cryab	15522290	TF-Reporter	Cell Line	EFO:0001082	293T	Not Applicable		YES		Wilson	
312	EXP_284	17132	12955	Maf	Cryab	15522290	TF-Reporter	Cell Line	EFO:0001082	293T	Not Applicable		YES		Wilson	
313	EXP_285	378435	12955	Mafa	Cryab	15522290	TF-Reporter	Cell Line	EFO:0001082	293T	Not Applicable		YES		Wilson	
314	EXP_286	18185	12955	Nrl	Cryab	15522290	TF-Reporter	Cell Line	EFO:0001082	293T	Not Applicable		YES		Wilson	
418	EXP_287	18508	12955	Pax6	Cryab	15522290	TF-Reporter	Cell Line	EFO:0001082	293T	Not Applicable		YES		Wilson	
315	EXP_288	57801	429	HES4	ASCL1	25480889	TF Perturbation	Cell Line	CLO_0009060	SK-N-SH	Not Applicable		YES		Wilson	
316	EXP_289	57801	1026	HES4	CDKN1A	25480889	TF Perturbation	Cell Line	CLO_0009060	SK-N-SH	Not Applicable		YES		Wilson	
317	EXP_290	50913	121021	Olig2	Cspg4	30306660	TF-DNA Binding	Cell Line	Oli-neu		Not Applicable		YES		Wilson	
419	EXP_291	20665	121021	Sox10	Cspg4	30306660	TF-DNA Binding	Cell Line	Oli-neu		Not Applicable		NO		Wilson	
318	EXP_292	20682	121021	Sox9	Cspg4	30306660	TF-Reporter	Cell Line	BTO_0003958	Neuro2a	Not Applicable		YES		Wilson	
319	EXP_293	17172	121021	Ascl1	Cspg4	30306660	TF-Reporter	Cell Line	BTO_0003958	Neuro2a	Not Applicable		YES		Wilson	
320	EXP_294	20665	121021	Sox10	Cspg4	30306660	TF-Reporter	Cell Line	BTO_0003958	Neuro2a	Not Applicable		YES		Wilson	
321	EXP_295	429	1136	ASCL1	CHRNA3	20124469	TF Perturbation	Cell Line	BTO_0005668	DMS53	Not Applicable		YES		Wilson	
322	EXP_296	429	1138	ASCL1	CHRNA5	20124469	TF Perturbation	Cell Line	BTO_0005668	DMS53	Not Applicable		YES		Wilson	
323	EXP_297	429	1143	ASCL1	CHRNB4	20124469	TF Perturbation	Cell Line	BTO_0005668	DMS53	Not Applicable		YES		Wilson	
324	EXP_298	429	1141	ASCL1	CHRNB2	20124469	TF Perturbation	Cell Line	CLO_0050025	A549	Not Applicable		YES		Wilson	
325	EXP_299	429	1136	ASCL1	CHRNA3	20124469	TF Perturbation	Cell Line	CLO_0050025	A549	Not Applicable		YES		Wilson	
327	EXP_300	6667	6343	SP1	SCT	17875929	TF-Reporter	Cell line	EFO:0002120	C33A	Not Applicable		YES		Joey	
328	EXP_301	4760	6343	NEUROD1	SCT	17875929	TF-Reporter	Cell line	EFO:0002120	C33A	Not Applicable		YES		Joey	
329	EXP_302	6667	6343	SP1	SCT	17875929	TF-DNA Binding	In vitro	Not Applicable	Not Applicable	Not Applicable		YES		Joey	
330	EXP_303	4760	6343	NEUROD1	SCT	17875929	TF-DNA Binding	In vitro	Not Applicable	Not Applicable	Not Applicable		YES		Joey	
331	EXP_304	6667	6343	SP1	SCT	17875929	TF-Reporter	Cell line	CLO:0037044	STC-1	Not Applicable		YES		Joey	
332	EXP_305	4760	6343	NEUROD1	SCT	17875929	TF-Reporter	Cell line	CLO:0037044	STC-1	Not Applicable		YES		Joey	
333	EXP_306	4760	6343	NEUROD1	SCT	17875929	TF-DNA Binding	Cell line	CLO:0003684	HeLA	Not Applicable		YES		Joey	
334	EXP_307	6667	6343	SP1	SCT	17875929	TF-DNA Binding	Cell line	CLO:0003684	HeLA	Not Applicable		YES		Joey	
335	EXP_308	6667	6343	SP1	SCT	17875929	TF-DNA Binding	Cell line	CLO:0037044	STC-1	Not Applicable		YES		Joey	
336	EXP_309		6343	LbetaT2	SCT	17875929	TF-DNA Binding	Cell line	CLO:0037044	STC-1	Not Applicable		YES		Joey	
337	EXP_310	55885	429	LMO3	ASCL1	21573214	TF Perturbation	Cell line	CLO:0009015	SH-SY5Y	Not Applicable		YES		Joey	
338	EXP_311	55885	429	LMO3	ASCL1	21573214	TF Perturbation	Cell line	CLO:0009052	SK-N-BE	Not Applicable		YES		Joey	
339	EXP_312	55885	429	LMO3	ASCL1	21573214	TF Perturbation	Cell line	CLO:0009015	SH-SY5Y	Not Applicable		YES		Joey	
340	EXP_313	4808	429	NHLH2	ASCL1	21573214	TF Perturbation	Cell line	CLO:0009052	SK-N-BE	Not Applicable		YES		Joey	
341	EXP_314	55885	429	LMO3	ASCL1	21573214	TF-Reporter	Cell line	CLO:0009015	SH-SY5Y	Not Applicable		YES		Joey	
342	EXP_315	55885	429	LMO3	ASCL1	21573214	TF-Reporter	Cell line	CLO:0009052	SK-N-BE	Not Applicable		YES		Joey	
343	EXP_316	109593	17172	Lmo3	Ascl1	21573214	TF-Reporter	Cell line	BTO:0001976	Neuro2a	Not Applicable		YES		Joey	
344	EXP_317	18072	17172	Nhlh2	Ascl1	21573214	TF-Reporter	Cell line	BTO:0001976	Neuro2a	Not Applicable		YES		Joey	
345	EXP_318	15205	17172	Hes1	Ascl1	21573214	TF-Reporter	Cell line	BTO:0001976	Neuro2a	Not Applicable		YES		Joey	
346	EXP_319	18072	17172	Nhlh2	Ascl1	21573214	TF-DNA Binding	Cell line	BTO:0001976	Neuro2a	Not Applicable		YES		Joey	
347	EXP_320	15205	17172	Hes1	Ascl1	21573214	TF-DNA Binding	Cell line	BTO:0001976	Neuro2a	Not Applicable		YES		Joey	
348	EXP_321	18027	15205	Nfia	Hes1	20610746	TF-DNA Binding	In vitro	Not Applicable	Not Applicable	Not Applicable		YES		Joey	
349	EXP_322	18027	15205	Nfia	Hes1	20610746	TF-DNA Binding	Primary Tissue	UBERON:0001851	Cortex	E18		YES		Joey	
350	EXP_323	18027	15205	Nfia	Hes1	20610746	TF-Reporter	Cell line	CLO:0001230	HEK293	Not Applicable		YES		Joey	
351	EXP_324	5077	3280	PAX3	HES1	21169561	TF-Reporter	Cell line	CLO:0002699	DAOY cells	Not Applicable		YES		Joey	
352	EXP_325	5077	63973	PAX3	NEUROG2	21169561	TF-Reporter	Cell line	CLO:0002699	DAOY cells	Not Applicable		YES		Joey	
353	EXP_326	93759	15205	Sirt1	Hes1	21169561	TF-DNA Binding	Primary Tissue	UBERON:0001049	Neural tube	E9.5		YES		Joey	
354	EXP_327	93759	11924	Sirt1	Neurog2	21169561	TF-DNA Binding	Primary Tissue	UBERON:0001049	Neural tube	E9.5		YES		Joey	
355	EXP_328	18505	15205	Pax3	Hes1	21169561	TF-DNA Binding	In vitro	Not Applicable	Not Applicable	Not Applicable		YES		Joey	
356	EXP_329	18505	11924	Pax3	Neurog2	21169561	TF-DNA Binding	In vitro	Not Applicable	Not Applicable	Not Applicable		YES		Joey	
357	EXP_330	93759	15205	Sirt1	Hes1	21169561	TF Perturbation	Cell line	CLO:0008144	ND7 cells	Not Applicable		YES		Joey	
358	EXP_331	93759	11924	Sirt1	Neurog2	21169561	TF Perturbation	Cell line	CLO:0008144	ND7 cells	Not Applicable		YES		Joey	
359	EXP_332	93759	18996	Sirt1	Pou4f1	21169561	TF Perturbation	Cell line	CLO:0008144	ND7 cells	Not Applicable		YES		Joey	
360	EXP_333	93759	15205	Sirt1	Hes1	21169561	TF Perturbation	Cell line	CLO:0008144	ND7 cells	Not Applicable		YES		Joey	
361	EXP_334	93759	11924	Sirt1	Neurog2	21169561	TF Perturbation	Cell line	CLO:0008144	ND7 cells	Not Applicable		YES		Joey	
362	EXP_335	93759	18996	Sirt1	Pou4f1	21169561	TF Perturbation	Cell line	CLO:0008144	ND7 cells	Not Applicable		YES		Joey	
363	EXP_336	861	3958	RUNX1	LGALS3	19020999	TF-DNA Binding	Cell line	HP75 cells	HP75 cells	Not Applicable		YES		Joey	
364	EXP_337	860	3958	RUNX2	LGALS3	19020999	TF-DNA Binding	Cell line	HP75 cells	HP75 cells	Not Applicable		YES		Joey	
365	EXP_338	861	3958	RUNX1	LGALS3	19020999	TF-DNA Binding	In vitro	Not Applicable	Not Applicable	Not Applicable		YES		Joey	
366	EXP_339	860	3958	RUNX2	LGALS3	19020999	TF-DNA Binding	In vitro	Not Applicable	Not Applicable	Not Applicable		YES		Joey	
367	EXP_340	861	3958	RUNX1	LGALS3	19020999	TF-Reporter	Cell line	CLO:0003684	HeLa cells	Not Applicable		YES		Joey	
368	EXP_341	860	3958	RUNX2	LGALS3	19020999	TF-Reporter	Cell line	CLO:0003684	HeLa cells	Not Applicable		YES		Joey	
369	EXP_342	861	3958	RUNX1	LGALS3	19020999	TF-Reporter	Cell line	CLO:0009034	SK-BR-3	Not Applicable		YES		Joey	
370	EXP_343	860	3958	RUNX2	LGALS3	19020999	TF-Reporter	Cell line	CLO:0009034	SK-BR-3	Not Applicable		YES		Joey	
371	EXP_344	861	3958	RUNX1	LGALS3	19020999	TF Perturbation	Cell line	HP75 cells	HP75 cells	Not Applicable		YES		Joey	
372	EXP_345	860	3958	RUNX2	LGALS3	19020999	TF Perturbation	Cell line	HP75 cells	HP75 cells	Not Applicable		YES		Joey	
373	EXP_346	19664	18508	Rbpj	Pax6	22232070	TF-DNA Binding	Primary Tissue	UBERON:0001851	cortex	E13.5		YES		Taylor	YES
374	EXP_347	19664	20674	Rbpj	Sox2	22232070	TF-DNA Binding	Primary Tissue	UBERON:0001851	cortex	E13.5		YES		Taylor	YES
375	EXP_348	19664	21907	Rbpj	Nr2e1	22232070	TF-DNA Binding	Primary Tissue	UBERON:0001851	cortex	E13.5		YES		Taylor	yes
376	EXP_349	5080	3676	PAX6	ITGA4	15161828	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES		Taylor	yes
377	EXP_350	5080	3676	PAX6	ITGA4	15161828	TF-Reporter	Primary Cell	CL:0000575	corneal epithelial cell	Unknown		YES		Taylor	yes
378	EXP_351	18508	20473	Pax6	Six3	12072567	TF Perturbation	Primary Tissue	UBERON:0000965	lens	E12.5		YES		Taylor	yes
380	EXP_353	20473	18508	Six3	Pax6	12072567	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES		Taylor	yes
381	EXP_354	20473	18508	Six3	Pax6	12072567	TF-Reporter	Cell Line	CLO:0002597	COS-7 cells	Not Applicable		YES		Taylor	yes
382	EXP_355	18508	20473	Pax6	Six3	12072567	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES		Taylor	yes
383	EXP_356	18508	20473	Pax6	Six3	12072567	TF-Reporter	Cell Line	CLO:0002597	COS-7 cells	Not Applicable		YES		Taylor	yes
384	EXP_357	18508	381359	Pax6	Prdm12	26443638	TF Perturbation	Primary Tissue	UBERON:0002240	spinal cord	E12.5		YES		Taylor	yes
385	EXP_358	18508	381359	Pax6	Prdm12	26443638	TF-DNA Binding	Primary Tissue	UBERON:0001049	neural tube	E11.5		YES		Taylor	yes
386	EXP_359	13172	381359	Dbx1	Prdm12	26443638	TF Perturbation	Primary Tissue	UBERON:0002240	spinal cord	E12.5		YES		Taylor	yes
387	EXP_360	18096	381359	Nkx6-1	Prdm12	26443638	TF Perturbation	Primary Tissue	UBERON:0002240	spinal cord	E12.5		YES		Taylor	yes
388	EXP_361	18508	17132	Pax6	Maf	21617155	TF Perturbation	Primary Tissue	UBERON:0001049	neural tube	E11.5		YES		Taylor	yes
389	EXP_362	18508	114142	Pax6	Foxp2	21617155	TF Perturbation	Primary Tissue	UBERON:0001893	telencephalon	E11.5		YES		Taylor	yes
390	EXP_363	18508	21418	Pax6	Tfap2a	21617155	TF Perturbation	Primary Tissue	UBERON:0014775	prosomere	E11.5		YES		Taylor	yes
391	EXP_364	19664	15205	Rbpj	Hes1	22232070	TF-DNA Binding	Primary Tissue	UBERON:0001851	cortex	E13.5		YES		Taylor	yes
392	EXP_365	19664	15208	Rbpj	Hes5	22232070	TF-DNA Binding	Primary Tissue	UBERON:0001851	cortex	E13.5		YES		Taylor	yes
393	EXP_366	19664	15213	Rbpj	Hey1	22232070	TF-DNA Binding	Primary Tissue	UBERON:0001851	cortex	E13.5		YES		Taylor	yes
394	EXP_367	19664	15214	Rbpj	Hey2	22232070	TF-DNA Binding	Primary Tissue	UBERON:0001851	cortex	E13.5		YES		Taylor	yes
395	EXP_368	19664	67122	Rbpj	Nrarp	22232070	TF-DNA Binding	Primary Tissue	UBERON:0001851	cortex	E13.5		YES		Taylor	yes
396	EXP_369	83925	12394	Trps1	Runx1	21122804	TF Perturbation	Cell line	ATDC5 cells	ATDC5 cells	Not Applicable		YES		Joey	
397	EXP_370	83925	12394	Trps1	Runx1	21122804	TF Perturbation	Primary Tissue	UBERON:0002516	epiphyseal cartilage	Unknown		YES		Joey	
398	EXP_371	83925	12394	Trps1	Runx1	21122804	TF-Reporter	Primary Cell	CL:0000138	chondrocytes	Unknown		YES		Joey	
399	EXP_372	83925	12394	Trps1	Runx1	21122804	TF-DNA Binding	Primary Cell	CL:0000138	chondrocytes	Unknown		YES		Joey	
400	EXP_373	861	1026	RUNX1	CDKN1A	20506188	TF-DNA Binding	Cell line	BTO:0000661	Jurkat cells	Not Applicable		YES		Joey	
401	EXP_374	6597	1026	SMARCA4	CDKN1A	20506188	TF-DNA Binding	Cell line	BTO:0000661	Jurkat cells	Not Applicable		YES		Joey	
402	EXP_375	6598	1026	SMARCB1	CDKN1A	20506188	TF-DNA Binding	Cell line	BTO:0000661	Jurkat cells	Not Applicable		YES		Joey	
403	EXP_376	861	3562	RUNX1	IL3	20506188	TF-DNA Binding	Cell line	BTO:0000661	Jurkat cells	Not Applicable		YES		Joey	
404	EXP_377	6597	3562	SMARCA4	IL3	20506188	TF-DNA Binding	Cell line	BTO:0000661	Jurkat cells	Not Applicable		YES		Joey	
405	EXP_378	6598	3562	SMARCB1	IL3	20506188	TF-DNA Binding	Cell line	BTO:0000661	Jurkat cells	Not Applicable		YES		Joey	
406	EXP_379	861	1437	RUNX1	CSF2	20506188	TF-DNA Binding	Cell line	BTO:0000661	Jurkat cells	Not Applicable		YES		Joey	
407	EXP_380	6597	1437	SMARCA4	CSF2	20506188	TF-DNA Binding	Cell line	BTO:0000661	Jurkat cells	Not Applicable		YES		Joey	
408	EXP_381	6598	1437	SMARCB1	CSF2	20506188	TF-DNA Binding	Cell line	BTO:0000661	Jurkat cells	Not Applicable		YES		Joey	
409	EXP_382	861	4353	RUNX1	MPO	20506188	TF-DNA Binding	Cell line	BTO:0000661	Jurkat cells	Not Applicable		YES		Joey	
410	EXP_383	6597	4353	SMARCA4	MPO	20506188	TF-DNA Binding	Cell line	BTO:0000661	Jurkat cells	Not Applicable		YES		Joey	
411	EXP_384	6598	4353	SMARCB1	MPO	20506188	TF-DNA Binding	Cell line	BTO:0000661	Jurkat cells	Not Applicable		YES		Joey	
412	EXP_385	861	1436	RUNX1	CSF1R	20506188	TF-DNA Binding	Cell line	BTO:0000661	Jurkat cells	Not Applicable		YES		Joey	
413	EXP_386	6597	1436	SMARCA4	CSF1R	20506188	TF-DNA Binding	Cell line	BTO:0000661	Jurkat cells	Not Applicable		YES		Joey	
414	EXP_387	6598	1436	SMARCB1	CSF1R	20506188	TF-DNA Binding	Cell line	BTO:0000661	Jurkat cells	Not Applicable		YES		Joey	
415	EXP_388	22061	12394	Trp63	Runx1	18275068	TF-DNA Binding	Primary Cell	CL:0000312	keratinocytes	Unknown		YES		Joey	
416	EXP_389	22061	12394	Trp63	Runx1	18275068	TF-DNA Binding	Primary Tissue	UBERON:0002097	skin	Unknown		YES		Joey	
417	EXP_390	22061	12394	Trp63	Runx1	18275068	TF-DNA Binding	In vitro	Not Applicable	Not Applicable	Not Applicable		YES		Joey	
420	EXP_391	22061	12394	Trp63	Runx1	18275068	TF Perturbation	Primary Cell	CL:0000312	keratinocytes	Unknown		YES		Joey	
421	EXP_392	861	5196	RUNX1	PF4	17150917	TF Perturbation	Cell line	UT-7/GM cells	UT-7/GM  cells	Not Applicable		YES		Joey	
422	EXP_393	861	2811	RUNX1	GP1BA	17150917	TF Perturbation	Cell line	UT-7/GM cells	UT-7/GM  cells	Not Applicable		YES		Joey	
423	EXP_394	861	3674	RUNX1	ITGA2B	17150917	TF Perturbation	Cell line	UT-7/GM cells	UT-7/GM  cells	Not Applicable		YES		Joey	
424	EXP_395	861	3690	RUNX1	ITGB3	17150917	TF Perturbation	Cell line	UT-7/GM cells	UT-7/GM  cells	Not Applicable		YES		Joey	
425	EXP_396	861	5196	RUNX1	PF4	17150917	TF-Reporter	Cell line	UT-7/GM cells	UT-7/GM  cells	Not Applicable		YES		Joey	
